query,ground_truth_answer,traditional_faithfulness,traditional_answer_relevancy,traditional_context_recall,traditional_context_precision,traditional_entity_recall,modified_faithfulness,modified_answer_relevancy,modified_context_recall,modified_context_precision,modified_entity_recall
What type of music are AC stations noted as playing less of versus hits of the past?,newer music,0.649042606,0.850435257,1,0.052631579,0,0.339614451,0.887322545,0,0,0
What is lite AC otherwise known as?,soft AC,0.525745392,0.756514311,1,0.090909091,1,0.522299051,0.831347287,1,0.090909091,1
What is Christian AC a subgenre of?,contemporary Christian music,0.622523367,0.759106755,1,0.04,1,0.936483562,0.789625764,1,0.166666667,1
"Along with hot, soft, urban and Christian AC, what is another prominent time of adult contemporary music?",rhythmic AC,0.63617152,0.754020751,0,0,1,0.635334849,0.708393872,0,0,1
From what decade of easy listening radio does adult contemporary trace its heritage?,1960s,0.750153422,0.913881779,0,0,0,0.750153422,0.913881779,0,0,0
"Generally speaking, what percentage of music on easy listening stations was instrumental?",70-80%,0.072098769,0.309493244,0,0,0,0.699408174,0.859779954,0,0,0
On what date was the Billboard easy listening chart first published?,"July 17, 1961",0.653629303,0.863825202,0,0,0,0.200564504,0.227876589,0,0,1
How many songs were on the first Billboard easy listening chart?,20,0.311780185,0.53589505,0.5,0.055555556,1,0.348528981,0.53589505,0.5,0.090909091,1
Who performed the first #1 on the easy listening chart?,Brook Benton,0.671953678,0.879290581,1,0.047619048,0,0.104777329,0.217197359,1,0.090909091,1
"Along with Frank Sinatra, Doris Day, Johnny Mathis, Nat King Cole, and Perry Como, who was a prominent early adult contemporary radio artist?",Connie Francis,0.325140864,0.62401855,0.8,0.142857143,1,0.325140864,0.62401855,0.8,0.142857143,1
What type of covers of pop and rock songs were usually played on adult contemporary?,instrumental,0.661049008,0.876298368,0,0,0,0.661049008,0.876298368,0,0,0
What songs from the 1940s and 1950s would adult contemporary stations play?,big band-era recordings,0.656073213,0.833539784,0,0,0,0.618500113,0.799442112,0,0,0
What chart did the Easy Listening chart begin to diverge from?,the Hot 100 chart,0.34717536,0.437136143,0,0,1,0.337956309,0.437136143,0,0,1
In what year did the Easy Listening and Hot 100 charts begin to diverge?,1965,0.694483757,0.858782649,0.5,0.076923077,1,0.269816428,0.306864202,0,0,0
"Along with Roger Miller and Barbra Streisand, who was a successful Easy Listening artist in this era?",Bobby Vinton,0.509675443,0.640297532,0.666666667,0.068965517,1,0.492716014,0.619329929,0.666666667,0.068965517,1
Why did the crossover between Hot 100 and Easy Listening decrease?,rock music continued to harden,0.718618929,0.766299784,0,0,0,0.711118817,0.885196924,0,0,0
During what decade did rock and roll music first rise to popularity?,1950s,0.302099526,0.340347022,0.5,0.090909091,0,0.857665062,0.860173047,0.5,0.166666667,0
What does the acronym MOR stand for?,middle of the road,0.36954999,0.796717882,1,0.142857143,0,0.36954999,0.796717882,1,0.142857143,0
"Along with pre-rock standards, what type of older songs did MOR stations play?",big band titles,0.639506698,0.818089366,1,0.071428571,0,0.578669786,0.809717417,1,0.071428571,0
What was another term for easy listening stations?,beautiful music,0.591271281,0.812661171,0,0,0,0.591271281,0.812661171,0,0,0
Easy listening was predominately what type of music?,instrumental,0.701963007,0.887837887,0,0,0,0.061909609,0.096484311,0,0,0
What types of tracks from popular artists did adult contemporary radio play?,hit singles and album cuts,0.702694058,0.832612753,0,0,0,0.702694058,0.832612753,0,0,0
What type of format were adult contemporary and easy listening stations meant to share?,lite,0.696789145,0.79719764,0,0,0,0.709850311,0.914553285,0,0,0
As of what year was hard rock a mainstream type of music?,1965,0.663863361,0.836964726,0,0,1,0.80649513,0.859247565,0,0,1
"Along with soft rock, what type of music made up mainstream rock music in the late 1960s?",hard rock,0.42751348,0.505615115,0,0,0,0.552728295,0.505615115,0,0,0
What type of instruments were prominent in soft rock? ,acoustic,0.607203305,0.85701853,0,0,1,0.61771667,0.887358665,0,0,0
What genre of music was soft rock descended from?,folk rock,0.61877048,0.781276703,0,0,0,0.504316568,0.584522009,0,0,0
"Along with Barbra Streisand, Carole King, Cat Stevens and Bread, who was a prominent soft rock artist of this era?",James Taylor,0.16632697,0.100556746,1,0.1,1,0.296441317,0.516905785,1,0.1,1
At the end of what decade did the Hot 100 and Easy Listening charts begin to converge?,1960s,0.826053381,0.83350426,0,0,0,0.586638689,0.902322888,0,0,0
During the middle and early parts of what decade did the similarity of Easy Listening and Hot 100 increase?,1970s,0.839179158,0.806460023,0.333333333,0.111111111,0,0.499051213,0.464178383,0,0,0
How did Top 40 radio what ifmusic change during this era?,began to soften,0.823089004,0.692175865,0,0,0,0.770366907,0.67797941,0.5,0.142857143,0
"With Elton John and the Eagles, what was a prominent adult contemporary artist in this period?",Chicago,0.410636485,0.73427999,1,0.086956522,1,0.567780495,0.852496028,1,0.086956522,1
During what period was adult contemporary its most commercially successful?,the mid-to-late 1970s,0.755111933,0.81864202,0,0,0,0.739941955,0.808301926,0,0,0
What artist released the best selling album of the 1970s?,Fleetwood Mac,0.151791006,0.188556477,0,0,1,0.473497272,0.37148422,0,0,1
In what year was the best selling album of the 1970s released?,1977,0.558621049,0.685363829,0,0,1,0.204300687,0.391346693,0,0,0
What radio stationed owned by NBC played only soft rock?,WYNY,0.533649743,0.428616047,0,0,0,0.748994529,0.725666583,0,0,0
Who was a prominent figure at NBC's radio division?,Walter Sabo,0.506075501,0.742983103,1,0.05,1,0.506075501,0.742983103,1,0.05,1
What genre of music was was listening to by a different demographic than hard rock?,disco,0.438552678,0.618510246,0,0,0,0.288770765,0.898205459,0,0,0
In what decade did genres begin to diverge on the basis of demographic groups?,1970s,0.595294476,0.860484123,0,0,0,0.323806047,0.321939111,0,0,0
"Along with Linda Ronstadt, Elton John, Rod Stewart and Elvis Presley, what rock musician sometimes had songs featured on adult contemporary radio?",Billy Joel,0.285313576,0.509561419,1,0.137931034,1,0.285313576,0.509561419,1,0.133333333,1
During what period were artists like Anne Murray and Barbra Streisand featured on Top 40 radio?,the early 1970s,0.501898885,0.927593112,0.333333333,0.03030303,0,0.501898885,0.927593112,0.333333333,0.03030303,0
"Along with rock and roll, what genre of music was sometimes featured on Easy Listening radio?",R&B,0.449099183,0.680576324,0,0,0,0.509558439,0.680576324,0,0,0
What genre of music was surprisingly successful on adult contemporary radio?,disco,0.023687754,0.079509214,0,0,0,0.707546473,0.790034294,0,0,0
"What type of musicians were artists such as Diana Ross, James Taylor, Carly Simon, Carole King and Janis Ian?",singer-songwriters,0.530793786,0.60153991,0,0,0,0.529785156,0.617259026,0,0,0
When did the Adult Contemporary chart receive its current name?,"April 7, 1979",0.568675458,0.836966753,1,0.043478261,1,0.809689641,0.857765436,0,0,1
What was the Adult Contemporary chart previously known as?,the Easy Listening chart,0.758185148,0.757394195,1,0.0625,0,0.645737112,0.757394195,1,0.2,0
"Along with rap/hip-hop, what genre of music were aging listeners not as interested in?",heavy metal,0.659837067,0.82276237,0,0,0,0.537843108,0.824050725,0,0,0
During what decade did adult contemporary become a very popular format for radio?,1980s,0.604208589,0.731708884,0,0,0,0.844737232,0.891289473,0,0,0
"Along with Richard Marx, Bonnie Tyler, George Michael, Phil Collins, and Laura Branigan, what artist was also frequently played on Contemporary Hit Radio stations?",Michael Jackson,0.007709263,0.080730878,0.666666667,0.121212121,1,0.310088158,0.24474138,0.666666667,0.121212121,1
What television station was responsible for the increasing success of Contemporary Hit Radio artists on the AC charts?,MTV,-0.081767492,-0.053211488,0.5,0.071428571,0,-0.081767492,-0.053211488,0.5,0.071428571,0
"Along with Barbra Streisand, the Carpenters, Dionne Warwick, Barry Manilow and Olivia Newton-John, what adult contemporary staple found it more difficult to score chart hits in the 1980s?",John Denver,0.186726302,0.306219935,0.8,0.137931034,1,-0.017683011,0.025508502,0.8,0.137931034,1
"Who did Allmusic refer to as ""one of the most successful pop and adult contemporary singers of the '80s and beyond""?",Phil Collins,0.566022336,0.711736441,0.666666667,0.060606061,1,0.086502478,0.106071278,0.666666667,0.060606061,1
"In the 1970s, what two genres were not particularly successful on the adult contemporary charts?",disco or new wave,0.335825801,0.208740294,0,0,0,0.335825801,0.208740294,0,0,0
"What genres, featured on the CHR radio format, were rarely found on adult contemporary radio?",hip-hop and harder rock music,0.668777108,0.688740015,1,0.083333333,0,0.858792782,0.71657443,1,0.083333333,0
During what decade did hip-hop begin to be featured on the radio?,1980s,0.666006744,0.830771804,0,0,0,0.668767452,0.843995094,0,0,0
"Along with electronic pop, what type of music was the most successful in the 1980s?",ballad-oriented rock,0.2539455,0.531854749,1,0.058823529,0,0.306703895,0.531854749,1,0.2,0
What genre did the music of Billy Ocean belong to?,soft rock,0.547114313,0.818425775,0,0,0,0.543278456,0.861106515,0,0,0
What was the longest that a song spent at #1 on the adult contemporary charts in the 1980s?,six weeks,0.546612978,0.757453322,1,0.066666667,0,0.58955431,0.923488617,1,0.181818182,0
"In what year did Lionel Richie record ""You Are""?",1983,0.576377213,0.850978732,0.5,0.03030303,1,0.573274255,0.85894382,0.5,0.03030303,1
"Aside from the adult contemporary chart, on what other chart did Lionel Richie's ""Hello"" reach the top spot?",Hot 100,0.733671069,0.80246532,0,0,1,0.711190641,0.82149446,0,0,1
"What artist issued the album known as ""the first true Adult Contemporary album of the decade""?",Linda Ronstadt,0.222106203,0.15861544,1,0.136363636,0,0.426265657,0.272492647,1,0.272727273,0
"In what year was the album Cry Like a Rainstorm, Howl Like the Wind released?",1989,0.563768506,0.877084911,0.5,0.055555556,1,0.563768506,0.877084911,0.5,0.058823529,1
"What male singer featured on several songs from Cry Like a Rainstorm, Howl Like the Wind?",Aaron Neville,0.404129207,0.356111884,1,0.055555556,0,0.404129207,0.356111884,1,0.055555556,0
"What certification did Cry Like a Rainstorm, Howl Like the Wind receive?",Triple Platinum,0.571322024,0.666108608,1,0.055555556,0,0.571322024,0.666108608,1,0.058823529,0
"Along with ""Don't Know Much,"" what single won a Grammy?",All My Life,0.370575011,0.265964866,0,0,0,0.370575011,0.265964866,0,0,0
What decade saw the emergence of alternative rock?,1990s,0.676183581,0.627972543,0,0,0,0.671338677,0.652724624,0,0,0
What happened to urban R&B in the early 1990s?,softening,0.642084241,0.724467874,0.5,0.125,0,0.612742066,0.720260203,0.5,0.125,0
The resurgence of traditional pop was one of the factors that led to what change in the music market?,widening of the market,0.611809671,0.7447052,0,0,0,0.884074688,0.820995092,0,0,0
Mainstream artists from what decade generally did not have success on the adult contemporary charts?,1980s,0.612790167,0.816771865,0,0,0,0.149322182,0.304708481,0,0,0
"Along with All-4-One, Boyz II Men, Rob Thomas, Christina Aguilera and Backstreet Boys, what 90s artists were notable in the pop/R&B genre?",Savage Garden,-0.050993141,0.024231154,0.666666667,0.064516129,0,-0.050993141,0.024231154,0.666666667,0.066666667,0
"What genre of music did Lynda Thomas, Ricky Martin, Selena, Marc Anthony, Enrique Iglesias and Luis Miguel make?",Latin pop,0.458111554,0.865730405,1,0.2,1,0.466971219,0.861895323,1,0.2,1
"What milestone did Celine Dion, Mariah Carey, Phil Collins, Michael Bolton, Whitney Houston and Shania Twain share on the 1990s adult contemporary charts?",multiple number ones,0.596225917,0.672142744,0.142857143,0.032258065,0,0.580759704,0.637082696,0.142857143,0.032258065,0
"Along with Sarah McLachlan, Natalie Merchant, Melissa Etheridge and Sheryl Crow, what female singer-songwriter had chart success in the 1990s?",Jewel,0.44284457,0.791915774,1,0.166666667,1,0.507796705,0.936739266,1,0.166666667,1
On what chart did Whitney Houston see success?,AC,0.567139387,0.790304542,1,0.03030303,1,0.586597145,0.766090393,1,0.03030303,1
What was the name of the chart created by Billboard in 1996?,Adult Top 40,0.647902012,0.774540186,1,0.095238095,0,0.647902012,0.774540186,1,0.095238095,0
Adult Top 40 represented a midpoint between what two radio formats?,"""adult contemporary"" music and ""pop"" music",0.737281263,0.844123125,0.333333333,0.1,0,0.643253088,0.617487133,0.333333333,0.1,0
What chart is the Adult Top 40 chart sometimes confused with?,Adult Contemporary,0.516346753,0.698899209,1,0.066666667,1,0.498001337,0.825537205,0,0,0
What radio programming genre is sometimes confused with the Hot Adult Contemporary Tracks chart?,hot AC,0.593881905,0.769662023,0,0,1,0.562528729,0.71887362,0,0,0
"Who invented the term ""urban adult contemporary format""?",Barry Mayo,0.635321975,0.788152277,0,0,1,0.635321975,0.788152277,0,0,1
What demographic group is the urban adult contemporary format marketed to?,African Americans,0.612508357,0.872340262,0,0,0,0.813729882,0.817589879,0,0,0
What style of singing is absent from R&B played on urban adult contemporary format stations?,rapping,0.510545969,0.489286602,1,0.111111111,0,0.502274632,0.597893238,1,0.111111111,0
"Along with R&B, gospel and dance music, what type of music is represented on urban adult contemporary stations?",classic soul,0.762820363,0.94496429,1,0.1,0,0.749585032,0.922170043,1,0.25,0
Urban adult contemporary music came into being because of pressure on what previously existing format?,Hot AC,0.722970366,0.639421463,0,0,0,0.704324722,0.935336828,0,0,0
"Who performed the song ""Unbreak My Heart""?",Toni Braxton,0.413024455,0.746090472,1,0.038461538,0,0.426799417,0.768445611,1,0.038461538,0
What is the name of a notable dance artist along with C&C Music Factory and Black Box?,Amber,0.540904284,0.830011129,1,0.083333333,0,0.035489261,0.14062877,1,0.083333333,0
"What radio station format plays soft AC, hot AC, disco and dance?",rhythmic AC,0.845064044,0.616327763,1,0.055555556,1,0.008376526,0.446521103,0,0,0
"What artist notably remixed ""Unbreak My Heart""?",Soul Solution,0.30974859,0.241459951,1,0.03125,0,0.30974859,0.241459951,1,0.03125,0
What radio station format was sometimes regarded as a type of adult contemporary?,smooth jazz,0.666905701,0.624662459,0,0,0,0.555517077,0.582355618,0,0,0
What type of music was predominantly played on smooth jazz stations?,instrumental,0.677258968,0.919118226,0,0,0,0.371488959,0.646515131,0,0,0
"Along with Kenny G and Dave Koz, what artist was featured on smooth jazz stations?",George Benson,0.214111149,0.171392411,1,0.125,0,0.214111149,0.171392411,1,0.125,0
What other format of station were smooth jazz artists sometimes featured on?,soft AC,0.677271068,0.698490202,0,0,1,0.577080429,0.846561551,0,0,1
What is Adrian Moreira's job title?,senior vice president for adult music,0.49235487,0.699133158,0,0,0,0.49235487,0.699133158,0,0,0
